img_path,device_id
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0126.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0077.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0018.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0067.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0203.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0001.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0059.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0164.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0103.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0078.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0002.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0047.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0026.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0048.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0025.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0063.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0030.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0110.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0109.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0051.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0187.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0006.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0014.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0035.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0039.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0107.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0098.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0051.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0012.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0108.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0052.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0054.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0143.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0008.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0100.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0019.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0041.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0070.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0074.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0186.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0011.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0080.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/flat/D01_I_flat_0069.npy,0
./data/prnu/VISION/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0197.npy,0
